age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
74,150.6,59.3,632.0,0.03,857.98,2487.304424986002
62,167.1,57.4,500.0,0.47,284.67,555.2232346125785
53,152.3,85.4,1923.0,0.11,5000.0,500.0
53,141.3,44.1,1825.0,0.82,5000.0,500.0
62,176.9,43.5,2125.0,0.08,358.27,500.0
47,141.9,98.7,500.0,0.47,5000.0,500.0
24,191.1,83.4,500.0,0.33,5000.0,500.0
44,163.3,77.4,3420.0,0.05,806.25,4504.153730350699
21,163.0,77.5,2265.0,0.97,5000.0,1675.611186145678
69,179.3,76.7,2151.0,0.46,5000.0,31559.02731660087
67,169.4,73.7,835.0,0.38,5000.0,500.0
20,167.5,67.0,1980.0,0.4,5000.0,4959.115802559148
30,196.7,100.6,2380.0,0.6,5000.0,500.0
42,171.7,68.6,4163.0,0.46,5000.0,7737.370574341588
66,166.5,81.4,2873.0,0.59,572.96,500.0
36,170.1,85.3,3719.0,0.47,5000.0,21242.45716393496
28,169.4,95.2,3222.0,0.86,10000.0,500.0
26,168.3,68.8,2280.0,0.24,1416.8,500.0
75,172.0,82.9,2449.0,0.09,5000.0,500.0
64,188.1,66.8,2361.0,0.23,1173.73,28294.452231844323
56,172.9,73.2,4683.0,0.87,5000.0,17315.966732062687
33,171.2,77.6,3560.0,0.98,1097.97,7260.969510855186
21,163.4,48.4,2370.0,0.14,10000.0,500.0
35,154.0,64.0,2899.0,0.45,5000.0,945.5205291396836
38,179.1,68.7,3484.0,0.32,5000.0,20389.31579902852
67,155.4,86.0,3375.0,0.36,5000.0,500.0
56,170.8,86.4,2794.0,0.79,5000.0,22019.49930340135
56,176.3,69.9,1125.0,0.42,5000.0,500.0
47,164.5,53.1,2058.0,0.14,5000.0,18112.57580637872
46,190.3,82.0,2790.0,0.74,5000.0,500.0
67,165.3,73.4,4625.0,0.95,777.55,2289.07875945306
40,178.6,79.6,1467.0,0.92,1217.04,15809.630458339998
29,177.8,89.2,3780.0,0.34,5000.0,3883.911914009419
70,168.4,63.5,3453.0,0.67,887.41,10228.124484214237
74,174.3,87.2,2896.0,0.3,5000.0,18872.556693981387
40,171.1,81.3,1416.0,0.21,5000.0,500.0
45,173.5,68.2,3670.0,0.08,822.54,500.0
69,168.0,98.2,1144.0,0.4,5000.0,500.0
27,160.4,69.3,1097.0,0.31,10000.0,500.0
61,167.5,73.4,3568.0,0.55,1483.27,500.0
32,157.6,83.9,526.0,0.43,636.14,500.0
48,190.0,78.2,833.0,0.55,5000.0,500.0
33,172.3,79.6,1610.0,0.17,5000.0,500.0
30,159.5,42.8,2047.0,0.08,10000.0,500.0
25,165.0,70.5,1779.0,0.7,5000.0,22400.401929338008
50,176.9,44.2,2062.0,0.37,5000.0,500.0
75,172.6,80.6,2108.0,0.69,1400.85,3521.362296367858
53,168.9,69.4,4408.0,0.39,1259.71,23972.718039480453
25,174.2,89.8,500.0,0.23,5000.0,500.0
38,177.9,61.7,3390.0,0.91,5000.0,500.0
66,154.6,77.1,3594.0,0.7,5000.0,7756.066583667335
22,158.8,62.1,929.0,0.09,987.92,500.0
57,168.6,74.6,1568.0,0.87,953.37,4949.909048073738
61,157.2,68.2,3244.0,0.92,5000.0,28268.407632575607
32,189.1,81.8,651.0,0.62,5000.0,500.0
54,158.9,66.9,4141.0,0.06,5000.0,27029.52389340347
37,161.2,62.8,2342.0,0.69,721.82,500.0
39,144.5,54.3,2592.0,0.05,5000.0,500.0
69,182.0,53.2,2519.0,0.45,5000.0,11233.498372473863
26,193.1,44.9,2652.0,0.85,5000.0,10718.60128450164
28,156.1,61.1,2573.0,0.76,647.77,9369.970780301765
72,188.0,86.9,2196.0,1.0,1176.85,500.0
56,167.5,71.5,2752.0,0.61,5000.0,500.0
18,166.2,72.1,3362.0,0.09,745.86,12859.892333070517
68,172.2,64.0,1717.0,0.32,10000.0,500.0
21,175.5,51.1,3973.0,0.48,10000.0,7639.1320088106595
59,169.3,81.0,4791.0,0.42,575.21,500.0
51,174.3,76.2,2797.0,0.88,10000.0,14407.394949324129
24,173.6,75.8,2165.0,0.75,5000.0,500.0
24,182.9,94.1,2083.0,0.2,5000.0,500.0
27,173.5,66.1,3901.0,0.15,5000.0,500.0
67,170.1,66.3,2296.0,0.51,5000.0,500.0
70,155.4,71.5,4083.0,0.18,1009.24,25331.337162093067
25,175.0,73.3,5338.0700000000015,0.25,5000.0,500.0
27,157.1,58.9,2669.0,0.15,5000.0,500.0
30,184.8,56.8,3578.0,0.58,5000.0,32230.513627373795
70,186.4,85.9,2050.0,0.14,5000.0,500.0
33,180.5,67.6,2724.0,0.34,5000.0,10215.211948561966
57,162.3,98.0,4994.0,0.61,5000.0,18415.25257734253
67,169.9,57.6,1584.0,0.07,5000.0,810.2920206052056
60,169.5,87.1,2374.0,0.56,5000.0,500.0
49,165.2,87.9,2161.0,0.6,5000.0,3601.2530098400307
29,144.8,63.4,4418.0,0.0,986.07,500.0
61,187.8,80.4,4384.0,0.58,5000.0,500.0
53,163.4,66.7,1908.0,0.07,5000.0,500.0
64,167.8,58.3,3823.0,0.71,5000.0,26348.69071650976
51,169.6,75.6,2964.0,0.73,1015.4,4245.982450806085
58,182.0,83.8,500.0,0.49,10000.0,500.0
71,166.4,72.3,1017.0,0.97,10000.0,500.0
44,167.7,62.7,3778.0,0.94,1181.75,17225.309212277818
34,159.4,78.8,500.0,0.83,5000.0,500.0
25,176.4,39.2,2986.0,0.41,465.47,500.0
66,170.2,68.7,3319.0,0.78,5000.0,500.0
45,163.1,84.0,4137.0,0.28,5000.0,8096.368241205189
21,164.9,65.7,3265.0,0.66,5000.0,17696.42070676709
21,162.1,53.5,3137.0,0.58,652.46,500.0
28,148.2,67.1,3962.0,0.93,5000.0,3211.040083034987
29,163.7,71.1,1217.0,0.22,5000.0,6000.623724878125
19,165.0,57.0,2185.0,0.36,494.52,5004.737334390796
75,175.2,80.5,2160.0,0.02,5000.0,3839.10191996218
24,174.6,74.5,2633.0,0.9,5000.0,19432.59029041834
38,160.5,62.5,3146.0,0.08,5000.0,500.0
19,178.1,66.3,2082.0,0.73,5000.0,3831.934918728269
66,154.1,74.1,2489.0,0.14,951.51,500.0
62,169.5,59.4,1576.0,0.02,10000.0,500.0
72,170.2,68.5,3506.0,0.21,818.12,36194.45445810504
63,162.9,77.7,806.0,0.24,557.25,1798.457757700044
72,173.8,85.3,2571.0,0.34,745.88,23340.21990166706
19,161.9,69.4,3308.0,0.87,5000.0,36664.6295810106
25,160.3,67.6,1302.0,0.64,1280.25,500.0
74,177.9,57.1,3152.0,0.4,5000.0,7670.328578401174
66,157.4,85.4,2988.0,0.6,5000.0,27446.216042395805
66,168.7,70.8,3077.0,0.87,675.51,10064.348574631324
30,172.3,71.3,1543.0,0.82,5000.0,500.0
61,180.3,61.1,4947.0,0.08,5000.0,19353.79269449597
34,167.5,74.3,537.0,0.68,459.21,500.0
63,176.7,80.6,2758.0,0.11,1119.75,4858.518764839046
27,167.2,58.9,3181.0,0.31,87.47,500.0
39,188.6,51.6,867.0,0.03,5000.0,500.0
28,153.2,60.6,3065.0,0.75,5000.0,500.0
37,169.2,85.7,2253.0,0.86,10000.0,16367.913047181586
59,187.1,61.8,2630.0,0.14,1203.19,13506.830526932004
39,174.5,60.4,2265.0,0.33,5000.0,28985.09637543067
23,155.7,96.2,3493.0,0.24,669.29,24703.979452418724
65,175.1,72.8,2613.0,0.21,10000.0,10014.884139352607
19,177.1,60.3,1992.0,0.15,5000.0,6953.460565181961
67,171.8,64.3,2288.0,0.11,5000.0,5958.763709105505
65,150.3,84.6,5207.0,0.75,10000.0,500.0
68,184.1,66.5,1752.0,0.6,5000.0,500.0
38,163.9,80.4,3843.0,0.87,5000.0,32051.395584906197
40,178.1,45.2,4211.0,0.93,1138.91,40021.07903996854
62,172.1,109.7,1409.0,0.98,5000.0,3371.512781250449
71,163.5,67.2,3221.0,0.71,5000.0,500.0
26,163.3,89.3,4159.0,0.87,5000.0,25993.7998966687
55,165.7,84.9,4360.0,0.33,5000.0,500.0
52,182.2,51.7,3427.0,0.41,844.03,5620.381218407706
24,187.4,79.2,2985.0,0.77,5000.0,500.0
70,178.5,89.2,1380.0,0.57,555.0,13146.187426386216
33,190.1,49.2,1419.0,0.04,1316.72,500.0
51,166.5,82.7,1773.0,0.27,5000.0,500.0
36,159.2,68.4,2424.0,0.08,1023.72,500.0
54,164.6,88.6,2802.0,0.03,265.21,7616.609383126196
23,177.3,92.8,2178.0,0.41,788.64,500.0
20,184.3,76.6,4101.0,0.12,10000.0,23309.481767589496
39,173.9,83.1,3410.0,0.09,828.7,500.0
33,170.9,52.3,1841.0,0.64,649.77,500.0
36,169.1,67.7,943.0,0.09,5000.0,8659.081358493097
62,162.2,61.9,2392.0,0.16,5000.0,500.0
73,174.6,89.3,742.0,0.5,5000.0,500.0
62,177.5,99.6,940.0,0.69,796.85,13709.78613859374
40,159.1,61.1,2747.0,0.86,10000.0,500.0
41,175.2,75.5,1852.0,0.9,10000.0,500.0
31,147.9,78.1,1971.0,0.96,5000.0,13944.107037814936
45,180.2,62.7,4751.0,0.08,5000.0,500.0
44,180.7,66.6,4335.0,0.99,705.93,32827.24436567252
37,162.4,68.0,1604.0,0.08,10000.0,500.0
24,170.6,54.6,2021.0,0.73,10000.0,14986.054568922127
21,166.8,64.2,1463.0,0.63,10000.0,18337.217536562537
65,156.7,56.9,3305.0,0.53,5000.0,10452.945263428395
50,183.2,37.8,3127.0,0.07,10000.0,500.0
42,174.2,73.1,4231.0,0.55,5000.0,500.0
61,159.6,76.6,3515.0,0.91,996.84,2651.776492166848
46,172.4,75.4,1215.0,0.13,986.03,500.0
56,172.2,64.0,1912.0,0.35,5000.0,500.0
26,160.0,62.3,3249.0,0.86,5000.0,22358.524841270264
56,172.4,96.5,2236.0,0.05,5000.0,27810.765097068997
19,164.5,51.7,2877.0,0.35,5000.0,3409.6489431689424
52,167.8,79.0,581.0,0.99,5000.0,16638.894402492777
20,174.8,79.4,3664.0,0.3,1025.27,36310.70103595029
46,176.2,81.8,4007.0,0.85,919.19,26091.938817390765
60,165.2,62.2,2002.0,0.56,5000.0,17101.262016515462
46,162.0,76.0,1207.0,0.26,10000.0,500.0
18,193.7,72.1,3368.0,0.77,10000.0,500.0
40,158.9,68.6,2901.0,0.05,5000.0,500.0
28,179.7,67.0,2656.0,0.97,5000.0,500.0
25,167.6,95.6,960.0,0.8,5000.0,500.0
62,173.2,82.1,938.0,0.02,10000.0,12655.682411960945
20,193.0,64.2,2788.0,0.27,5000.0,32063.341931718296
72,158.9,79.2,500.0,0.51,5000.0,500.0
52,177.4,56.8,1380.0,0.44,5000.0,500.0
68,179.8,79.2,3847.0,0.45,5000.0,500.0
70,178.1,71.9,578.0,0.78,647.92,500.0
28,169.3,79.4,4100.0,0.69,5000.0,16208.76936325034
44,153.5,61.1,3600.0,0.19,5000.0,18313.02077541089
64,161.2,73.3,500.0,0.17,10000.0,15106.714730723636
25,176.0,75.1,2239.0,0.11,5000.0,8933.102972161352
61,168.5,79.5,2315.0,0.01,5000.0,11265.909886069068
51,177.6,75.1,2239.0,0.82,5000.0,500.0
31,173.1,59.3,5170.0,0.66,5000.0,500.0
56,176.6,90.7,659.0,0.76,5000.0,23178.674741119205
72,166.7,81.5,4663.0,0.4,10000.0,500.0
41,178.8,67.5,1122.0,0.83,5000.0,500.0
51,195.4,77.0,2134.0,0.15,5000.0,500.0
28,180.5,63.9,1896.0,0.66,10000.0,18974.56224437024
35,167.7,63.4,3940.0,1.0,5000.0,20390.656266756887
61,183.2,69.6,2075.0,0.35,5000.0,500.0
34,188.0,62.4,4726.0,0.96,862.84,2650.839360145725
71,166.8,99.9,2967.0,0.98,5000.0,500.0
41,190.2,77.3,4635.0,0.25,806.17,500.0
71,174.9,67.7,3455.0,0.69,5000.0,500.0
30,168.9,79.7,2685.0,0.76,10000.0,3691.188441439243
32,156.6,69.2,2439.0,0.69,5000.0,4958.72243782953
63,169.0,77.2,2709.0,0.93,596.52,500.0
64,160.4,49.3,1973.0,0.25,10000.0,19051.90334688945
29,149.1,77.8,4237.0,0.55,5000.0,16299.535507368504
73,175.2,80.1,1972.0,0.48,936.44,12427.860233021844
64,149.4,65.3,5338.0700000000015,0.77,5000.0,22323.85656501331
59,172.5,78.8,3222.0,0.67,10000.0,17436.956878805213
40,170.1,76.4,3982.0,0.93,5000.0,29005.64727344003
21,160.2,58.7,500.0,0.32,10000.0,500.0
41,166.8,58.8,2142.0,0.42,5000.0,24192.193002658845
45,155.7,65.2,1992.0,0.55,868.32,8995.32605076591
67,169.8,68.1,500.0,0.65,5000.0,8113.163426821808
39,174.1,68.2,2055.0,0.4,572.66,500.0
21,182.7,54.6,1159.0,0.74,5000.0,7686.360874423631
28,163.0,62.9,3288.0,0.49,5000.0,39850.276110339575
47,180.8,45.4,3008.0,0.77,5000.0,576.4275913911271
37,169.6,54.1,1823.0,0.46,10000.0,500.0
34,168.3,81.3,2526.0,0.4,5000.0,1285.843664772567
34,171.4,63.8,3141.0,0.05,5000.0,1509.9816677046977
69,185.0,84.0,1603.0,0.57,10000.0,500.0
53,176.8,64.7,3083.0,0.07,5000.0,15530.663079594751
55,178.8,75.1,2359.0,0.46,10000.0,500.0
74,158.9,61.7,1165.0,0.99,5000.0,500.0
59,143.4,82.1,1850.0,0.47,1017.73,500.0
29,161.5,79.4,1870.0,0.32,5000.0,17833.57610297613
44,162.4,50.6,2378.0,0.97,10000.0,17246.814114742196
72,171.4,79.4,3009.0,0.82,999.35,17676.732572630357
52,174.9,60.7,4535.0,0.14,5000.0,500.0
64,170.9,86.5,500.0,0.26,5000.0,500.0
61,169.7,102.2,2952.0,0.42,5000.0,500.0
45,169.1,60.9,3148.0,0.45,10000.0,500.0
62,169.4,64.1,883.0,0.06,5000.0,16626.303215791766
32,166.5,61.9,3227.0,0.15,5000.0,23081.03218447189
52,176.1,54.7,2328.0,0.73,5000.0,500.0
45,145.6,62.7,4082.0,0.24,5000.0,500.0
58,169.2,86.5,2930.0,0.89,937.63,500.0
52,169.1,74.3,4039.0,0.95,821.42,28249.371913412244
73,170.9,81.3,2399.0,0.73,5000.0,500.0
71,176.9,74.9,3277.0,0.72,10000.0,6166.441577325173
58,171.5,75.4,2162.0,0.1,5000.0,500.0
60,170.2,43.3,4664.0,0.7,10000.0,25714.180038775467
42,157.5,97.9,2794.0,0.18,814.77,500.0
49,172.7,56.3,2635.0,0.63,604.86,500.0
37,154.5,59.0,2196.0,0.75,708.35,500.0
23,177.5,52.4,1846.0,0.47,718.18,500.0
46,170.7,71.9,3322.0,0.91,5000.0,28054.192203997904
65,164.0,73.6,3762.0,0.42,5000.0,30668.030788734803
71,160.9,55.1,2024.0,0.57,330.72,500.0
72,185.4,78.4,3194.0,0.53,10000.0,28044.65433893319
70,171.0,89.6,1290.0,0.3,5000.0,500.0
69,166.0,88.5,3073.0,0.9,900.5,500.0
74,192.6,42.7,4366.0,0.54,5000.0,10232.981845206195
55,176.9,59.9,2532.0,0.55,768.16,15597.52592900049
26,171.1,71.5,1792.0,0.7,10000.0,500.0
64,162.4,87.1,1503.0,0.5,5000.0,8017.943684823101
67,167.0,56.9,1676.0,0.12,10000.0,15394.226527566354
53,180.4,48.8,3489.0,0.74,10000.0,27406.862913178746
26,187.4,64.7,4681.0,0.81,5000.0,500.0
50,182.7,68.8,4152.0,0.39,5000.0,24371.56739091058
26,176.1,76.7,3005.0,0.45,5000.0,13698.415645625097
27,173.6,91.1,2198.0,0.23,5000.0,500.0
61,177.4,52.9,3875.0,0.64,10000.0,10615.074659499172
58,159.1,60.5,1914.0,0.64,817.88,19119.810314144608
40,165.5,54.0,2302.0,0.06,5000.0,500.0
74,169.9,71.9,4216.0,0.56,10000.0,788.9099771001676
73,182.1,71.2,1862.0,0.46,10000.0,500.0
38,182.3,69.7,1775.0,0.32,5000.0,500.0
26,172.7,67.5,1925.0,0.08,10000.0,26750.480486505105
22,160.1,75.1,3293.0,0.59,5000.0,17934.67650556928
50,165.4,66.5,1980.0,0.77,5000.0,19316.95292817972
25,176.7,49.9,1608.0,0.97,814.68,10301.780550161056
39,161.9,81.6,2795.0,0.66,10000.0,4693.717498178901
70,176.9,56.9,1185.0,0.99,10000.0,500.0
56,174.3,85.6,2775.0,0.16,5000.0,22674.088688616943
68,175.5,63.8,3430.0,0.59,5000.0,500.0
53,164.5,59.2,2968.0,0.95,5000.0,21449.353179340447
74,185.4,51.9,817.0,0.95,5000.0,500.0
20,191.1,75.6,3343.0,0.62,10000.0,20307.19846015313
25,150.0,62.6,2820.0,0.3,5000.0,500.0
42,160.1,71.3,500.0,0.21,5000.0,500.0
55,171.0,109.8,1724.0,0.71,10000.0,2949.8484647331334
63,167.2,107.6,1456.0,0.94,10000.0,7407.829589516102
25,177.7,61.2,841.0,0.11,10000.0,500.0
39,165.8,68.7,3630.0,0.37,817.08,7379.65165645479
28,178.3,92.8,2949.0,0.04,10000.0,28633.02303091121
26,147.5,63.1,2410.0,0.83,5000.0,3324.5581182092837
61,167.0,50.5,3743.0,0.1,764.49,25750.469397793797
57,170.2,67.5,2914.0,0.68,5000.0,19752.115138992864
49,175.3,73.8,1517.0,0.69,1155.18,500.0
40,160.9,57.5,2135.0,0.79,10000.0,500.0
37,163.5,35.7,3948.0,0.43,5000.0,40021.07903996854
42,180.8,52.0,1431.0,0.93,5000.0,500.0
28,165.0,67.8,4635.0,0.97,10000.0,9948.972253341582
21,168.9,75.6,2061.0,0.59,5000.0,24962.483137258045
36,175.3,75.0,1193.0,0.2,5000.0,3209.862838392056
58,169.4,75.4,1424.0,0.17,10000.0,500.0
60,172.1,96.2,924.0,0.56,5000.0,14105.261356652683
55,160.6,89.8,2423.0,0.86,5000.0,500.0
48,170.8,67.6,2070.0,0.84,5000.0,15492.895263036977
20,175.1,61.4,2276.0,0.33,5000.0,500.0
53,169.2,44.9,2362.0,0.45,636.69,6357.65273624147
62,166.9,60.2,2255.0,0.03,783.53,8525.685715371954
35,166.9,89.0,3832.0,0.52,10000.0,17112.25399490937
42,162.8,72.5,2100.0,0.84,5000.0,500.0
51,154.9,72.5,2715.0,0.51,5000.0,17517.46133980942
18,178.7,65.7,2862.0,0.68,5000.0,24302.776004476425
40,164.4,76.6,3832.0,0.15,5000.0,22101.122653990828
54,170.5,60.3,3483.0,0.11,5000.0,15114.994131804517
30,160.9,101.8,3754.0,0.92,10000.0,500.0
50,180.2,87.2,3056.0,0.99,5000.0,4402.117846859799
39,170.9,58.4,3481.0,0.55,5000.0,19890.59960784424
74,148.6,85.4,1926.0,0.12,5000.0,4702.241546849263
35,176.4,58.6,1755.0,0.94,5000.0,10721.509688061116
40,186.4,56.9,1548.0,0.14,5000.0,500.0
36,182.3,79.2,2042.0,0.12,5000.0,12775.135372044631
18,169.9,53.6,4583.0,0.96,5000.0,40021.07903996854
63,156.0,60.5,2861.0,0.72,5000.0,21715.48023893398
67,169.0,79.3,500.0,0.01,10000.0,500.0
48,173.7,63.5,1606.0,0.36,5000.0,24291.90404991816
71,166.8,76.4,4569.0,0.76,10000.0,10432.727674008058
31,174.0,78.0,2954.0,0.2,5000.0,500.0
35,160.9,83.0,2450.0,0.9,5000.0,40021.07903996854
39,164.1,64.4,3296.0,0.87,5000.0,5015.482638419116
38,172.7,47.6,2498.0,0.05,5000.0,11626.611583668611
48,167.3,54.8,3327.0,0.34,492.64,500.0
74,171.9,70.4,1299.0,0.83,5000.0,19768.69390564453
63,176.6,86.9,2757.0,0.08,5000.0,500.0
38,174.6,70.7,1542.0,0.9,5000.0,500.0
68,178.6,81.2,4470.0,0.11,5000.0,500.0
50,173.7,77.9,3283.0,0.36,774.66,14137.797918969689
44,163.4,69.3,548.0,0.14,834.7,15348.016815492232
44,168.7,98.8,3395.0,0.81,5000.0,32206.06944919228
72,177.9,63.6,1786.0,0.75,5000.0,500.0
19,185.8,59.4,3337.0,0.7,10000.0,17654.965170290554
75,172.0,89.4,2189.0,0.89,5000.0,500.0
27,174.9,86.4,1352.0,0.12,5000.0,500.0
68,150.2,89.8,500.0,0.51,5000.0,500.0
37,158.5,74.0,2173.0,0.68,10000.0,500.0
72,175.2,43.5,5338.0700000000015,0.19,5000.0,34463.066819285545
37,156.9,86.4,800.0,0.46,5000.0,500.0
31,187.7,79.5,1236.0,0.2,5000.0,29610.826567254357
61,177.4,63.0,1773.0,0.62,5000.0,500.0
24,178.8,83.5,2569.0,0.78,744.16,500.0
19,186.1,95.6,1238.0,0.81,5000.0,25316.79899817748
59,157.6,55.9,500.0,0.37,5000.0,500.0
34,175.1,94.8,2621.0,0.39,5000.0,13602.010323497325
50,175.9,74.4,3314.0,0.29,5000.0,24826.863457834603
20,171.7,68.8,544.0,0.9,962.38,500.0
60,163.0,64.0,2746.0,0.73,5000.0,3297.5083849944344
34,170.0,74.8,2740.0,0.62,10000.0,500.0
70,146.2,56.2,749.0,0.36,10000.0,6144.553278929754
56,168.6,69.0,727.0,0.42,10000.0,500.0
39,168.9,83.0,875.0,0.35,5000.0,16358.250172015749
21,169.7,86.7,5326.0,0.75,10000.0,500.0
62,164.4,59.9,3680.0,0.25,10000.0,2546.0688992538894
62,193.9,74.6,3652.0,0.56,5000.0,23411.09926763182
47,165.2,59.2,5338.0700000000015,0.91,5000.0,3192.696276465216
53,169.6,72.5,500.0,0.41,5000.0,500.0
73,179.9,50.1,836.0,0.25,10000.0,500.0
25,174.9,79.9,1851.0,0.65,5000.0,500.0
57,166.8,67.3,2235.0,0.81,10000.0,12831.819072525072
51,185.7,92.4,1369.0,0.49,10000.0,12307.411182622109
50,171.3,77.0,2728.0,0.66,5000.0,23971.55513308812
54,183.8,66.6,3120.0,0.03,5000.0,500.0
18,171.6,96.6,1989.0,0.05,10000.0,500.0
57,153.0,58.1,1095.0,0.91,5000.0,18512.189831799296
32,167.9,60.7,4116.0,0.96,5000.0,500.0
32,159.7,73.8,2682.0,0.14,10000.0,5183.992310534734
74,158.7,72.5,3327.0,0.52,5000.0,500.0
50,180.9,71.3,4114.0,0.49,5000.0,5000.605234045602
67,166.3,92.7,3038.0,0.68,393.18,500.0
33,161.9,76.0,4752.0,0.58,5000.0,40021.07903996854
56,167.4,71.9,3947.0,0.21,10000.0,6193.446776035508
34,171.0,88.0,2957.0,0.76,10000.0,21536.143919368256
56,172.7,40.9,3029.0,0.98,5000.0,500.0
66,179.8,56.0,3422.0,0.5,5000.0,7809.555543364728
22,181.0,56.7,2549.0,0.57,10000.0,20229.39360549887
68,177.6,55.9,1243.0,0.52,5000.0,3991.520613740196
51,158.1,51.8,569.0,0.74,10000.0,1577.442134126451
24,180.9,96.7,4093.0,0.06,5000.0,18150.068110937693
44,169.9,87.4,2777.0,0.12,10000.0,500.0
55,165.7,67.6,1968.0,0.1,5000.0,500.0
35,168.4,62.6,1893.0,0.56,5000.0,583.3530340357695
72,167.0,64.4,2730.0,0.24,5000.0,500.0
18,175.8,93.9,2413.0,0.94,849.88,2707.792985228467
74,184.1,89.5,2461.0,0.7,908.24,500.0
18,175.6,58.8,1588.0,0.82,937.65,500.0
74,174.3,56.0,564.0,0.43,5000.0,11800.310755965696
57,157.9,81.1,833.0,0.37,5000.0,500.0
24,176.3,56.7,500.0,0.42,10000.0,500.0
27,183.0,65.7,3877.0,0.88,5000.0,19604.868115413603
36,168.6,74.1,3310.0,0.23,5000.0,2210.2451243350743
34,176.3,52.9,2909.0,0.82,10000.0,12266.61181888104
27,163.5,101.8,1216.0,0.63,5000.0,500.0
33,170.3,94.2,3385.0,0.85,563.26,1224.6381753458868
75,183.7,84.7,3441.0,0.04,10000.0,7215.973666718969
40,165.1,48.3,4812.0,0.62,5000.0,17791.738413992793
63,162.3,63.4,1018.0,0.15,10000.0,500.0
38,171.8,50.8,500.0,0.56,5000.0,500.0
66,196.8,40.9,1755.0,0.69,5000.0,500.0
72,174.9,60.5,500.0,0.24,5000.0,500.0
63,171.4,79.9,2783.0,0.83,5000.0,8290.318958782991
72,168.8,38.1,2443.0,0.3,5000.0,2662.9290460697584
69,159.3,54.5,4529.0,0.02,950.46,6388.831733330783
37,171.1,72.9,2749.0,0.49,5000.0,11006.70847130767
34,162.4,91.7,3197.0,0.45,5000.0,500.0
28,174.3,72.2,3712.0,0.68,652.06,32367.55889214068
46,172.8,66.5,1578.0,0.25,5000.0,14539.109207408284
39,169.1,73.2,1603.0,0.15,873.93,500.0
69,169.1,80.1,868.0,0.89,5000.0,500.0
48,156.9,69.9,2267.0,0.56,10000.0,500.0
48,166.7,36.9,4249.0,0.33,5000.0,17610.216030774245
32,166.1,74.2,3408.0,0.98,5000.0,12111.268695218314
45,179.1,88.1,1859.0,0.58,10000.0,20048.09867740549
55,168.1,68.0,694.0,0.92,5000.0,13587.851224632466
61,187.7,71.5,4080.0,0.0,5000.0,23507.144339671257
63,165.6,62.0,1416.0,0.28,5000.0,2876.2379584986943
47,172.2,74.7,916.0,0.13,5000.0,500.0
56,173.0,41.2,1563.0,0.74,5000.0,21256.550473924748
34,182.4,59.6,3441.0,0.18,5000.0,500.0
33,177.1,86.1,2213.0,0.29,770.63,25739.62676195892
38,175.4,78.5,2720.0,0.2,947.06,28471.89583299534
57,188.1,50.3,2618.0,0.6,10000.0,31805.07484038291
25,163.9,71.5,1869.0,0.87,5000.0,26538.4239409384
44,160.1,94.2,1169.0,0.58,5000.0,16168.04588525164
50,163.9,67.7,2527.0,0.25,5000.0,17896.790337531067
67,173.1,45.3,500.0,0.97,858.66,500.0
20,172.4,71.6,1867.0,0.18,5000.0,500.0
48,156.2,48.3,1883.0,0.96,5000.0,500.0
55,170.1,91.2,1893.0,0.86,5000.0,18440.128364987264
33,172.7,62.5,2081.0,0.22,5000.0,8072.518663706747
70,164.2,80.3,5338.0700000000015,0.34,10000.0,1620.914401208555
29,174.3,77.4,4005.0,0.88,5000.0,24075.062170186844
59,153.3,72.0,2245.0,0.32,5000.0,16166.598493477435
33,162.1,78.5,1005.0,0.45,5000.0,500.0
60,198.3,50.3,1888.0,0.72,523.15,500.0
49,170.8,40.6,2872.0,0.4,1126.27,8724.357976927053
39,149.9,57.1,3123.0,0.29,5000.0,500.0
70,168.1,56.5,2151.0,0.07,10000.0,500.0
57,161.3,84.6,500.0,0.07,5000.0,500.0
46,146.4,65.4,2772.0,0.23,5000.0,500.0
66,165.9,70.7,1613.0,0.21,570.94,500.0
59,178.7,91.3,2827.0,0.72,507.96,500.0
42,170.4,64.3,3011.0,0.08,5000.0,500.0
53,161.6,58.3,500.0,0.64,5000.0,500.0
40,176.6,58.3,4267.0,0.59,5000.0,5171.860923695181
51,174.7,79.0,2506.0,0.13,10000.0,500.0
64,151.5,66.5,2680.0,0.01,10000.0,25273.886668864787
61,176.8,64.2,3850.0,0.33,731.33,24995.152635598748
39,182.9,75.2,1622.0,0.08,5000.0,1920.20864388712
36,160.1,56.7,1276.0,0.74,696.53,500.0
40,177.4,48.3,4818.0,0.55,5000.0,1244.467864755653
29,169.4,81.7,5338.0700000000015,0.09,10000.0,3702.579339514664
71,165.9,74.6,3989.0,0.12,10000.0,15617.9419236526
22,167.1,51.1,3745.0,0.73,957.19,500.0
52,170.3,47.9,5008.0,0.17,5000.0,36444.57289934106
65,167.7,94.1,2695.0,0.54,10000.0,500.0
33,184.6,74.7,2111.0,0.46,536.56,5844.791761040946
65,178.2,54.4,1824.0,0.14,5000.0,500.0
44,164.4,85.2,1853.0,0.95,5000.0,30594.074096565146
44,161.9,65.2,2716.0,0.73,5000.0,18189.008783286863
63,172.4,77.9,3948.0,0.31,703.02,29027.502499975624
75,157.9,98.3,1862.0,0.4,635.83,6253.957989240446
70,174.5,53.9,3340.0,0.63,10000.0,34489.85991601598
